#EEP,M/Mo,LogTeff,LogG,LogL/Lo,Gaia_G,Gaia_BP,Gaia_RP
66,0.791758,3.6944,4.5504,-0.4827,5.9397,6.4491,5.2929
67,0.797225,3.697,4.5459,-0.4649,5.8873,6.3889,5.2469
68,0.802625,3.6995,4.5413,-0.4475,5.8363,6.3303,5.2019
69,0.807955,3.702,4.5367,-0.4303,5.7866,6.2735,5.158
70,0.81324,3.7043,4.5321,-0.4135,5.7381,6.2182,5.1151
71,0.818474,3.7066,4.5275,-0.3969,5.6908,6.1644,5.0732
72,0.82363,3.7088,4.5228,-0.3807,5.6446,6.112,5.0322
73,0.828702,3.7109,4.518,-0.3647,5.5996,6.061,4.9921
74,0.833687,3.713,4.5131,-0.349,5.5555,6.0112,4.9527
75,0.838574,3.715,4.5083,-0.3336,5.5123,5.9627,4.9142
76,0.843347,3.7169,4.5033,-0.3184,5.47,5.9152,4.8763
77,0.848013,3.7188,4.4983,-0.3035,5.4286,5.8689,4.8392
78,0.852556,3.7206,4.4932,-0.2889,5.3881,5.8236,4.8028
79,0.856987,3.7223,4.488,-0.2744,5.3485,5.7794,4.7671
80,0.86129,3.724,4.4828,-0.2603,5.3097,5.7363,4.7321
81,0.865496,3.7257,4.4775,-0.2464,5.2717,5.6942,4.6978
82,0.869546,3.7271,4.4723,-0.2329,5.2351,5.6538,4.6646
83,0.873509,3.7287,4.467,-0.2197,5.1992,5.6141,4.632
84,0.87739,3.7301,4.4616,-0.2067,5.164,5.5752,4.6
85,0.881197,3.7316,4.4562,-0.1938,5.1293,5.5372,4.5685
86,0.884935,3.7328,4.4509,-0.1811,5.0954,5.4999,4.5375
87,0.888602,3.7342,4.4454,-0.1687,5.0621,5.4635,4.5071
88,0.892206,3.7355,4.4398,-0.1564,5.0293,5.4276,4.4771
89,0.895751,3.7366,4.4343,-0.1443,4.9973,5.3926,4.4477
90,0.89923,3.7378,4.4287,-0.1324,4.9657,5.3583,4.4187
91,0.902649,3.7389,4.423,-0.1206,4.9347,5.3246,4.3902
92,0.906011,3.74,4.4174,-0.1091,4.9044,5.2918,4.3621
93,0.909305,3.741,4.4117,-0.0977,4.8746,5.2596,4.3346
94,0.912536,3.7419,4.406,-0.0866,4.8453,5.228,4.3076
95,0.915697,3.7429,4.4003,-0.0757,4.8167,5.1971,4.281
96,0.918795,3.7438,4.3945,-0.0649,4.7886,5.1669,4.2548
97,0.921835,3.7446,4.3889,-0.0543,4.7611,5.1374,4.2292
98,0.924816,3.7455,4.3832,-0.0439,4.7341,5.1085,4.204
99,0.927747,3.7463,4.3775,-0.0337,4.7076,5.0802,4.1792
100,0.930629,3.747,4.3718,-0.0237,4.6816,5.0525,4.1549
101,0.933466,3.7477,4.366,-0.0137,4.6561,5.0253,4.1309
102,0.936269,3.7484,4.3602,-0.004,4.631,4.9986,4.1072
103,0.939042,3.749,4.3545,0.0055,4.6062,4.9725,4.0839
104,0.941788,3.7496,4.3487,0.015,4.582,4.9468,4.0609
105,0.944515,3.7501,4.3429,0.0243,4.5581,4.9216,4.0382
106,0.947215,3.7507,4.337,0.0335,4.5345,4.8969,4.0158
107,0.949886,3.7512,4.3312,0.0426,4.5113,4.8724,3.9937
108,0.952512,3.7516,4.3253,0.0516,4.4884,4.8485,3.9718
109,0.955066,3.7521,4.3193,0.0604,4.4659,4.8249,3.9502
110,0.957509,3.7525,4.3135,0.0691,4.4436,4.8017,3.9289
111,0.959876,3.7529,4.3077,0.0777,4.4218,4.7789,3.9079
112,0.961373,3.7532,4.3039,0.0832,4.4078,4.7644,3.8945
113,0.962869,3.7535,4.3,0.0887,4.3936,4.7496,3.8809
114,0.964363,3.7538,4.296,0.0944,4.3793,4.7348,3.8672
115,0.965855,3.754,4.292,0.1,4.3649,4.7198,3.8533
116,0.967346,3.7542,4.2879,0.1057,4.3505,4.7049,3.8393
117,0.968832,3.7544,4.2837,0.1115,4.3359,4.6898,3.8253
118,0.970316,3.7546,4.2794,0.1173,4.3213,4.6747,3.8111
119,0.971798,3.7548,4.2751,0.1231,4.3065,4.6595,3.7969
120,0.973275,3.755,4.2707,0.1289,4.2918,4.6443,3.7825
121,0.974749,3.7552,4.2663,0.1348,4.277,4.6291,3.7681
122,0.976219,3.7554,4.2617,0.1406,4.2621,4.6139,3.7536
123,0.977647,3.7556,4.2572,0.1466,4.2469,4.5983,3.7389
124,0.97908,3.7558,4.2526,0.1527,4.2318,4.5826,3.7242
125,0.980517,3.7559,4.248,0.1586,4.2167,4.5671,3.7094
126,0.98195,3.7561,4.2434,0.1646,4.2015,4.5516,3.6946
127,0.98338,3.7563,4.2387,0.1706,4.1864,4.5361,3.6799
128,0.984805,3.7565,4.2338,0.1767,4.1713,4.5206,3.6651
129,0.986225,3.7566,4.229,0.1826,4.1562,4.5053,3.6503
130,0.987643,3.7567,4.2241,0.1886,4.1411,4.4899,3.6354
131,0.989057,3.7568,4.219,0.1946,4.126,4.4746,3.6205
132,0.990465,3.7569,4.2139,0.2007,4.1109,4.4593,3.6055
133,0.991872,3.7569,4.2087,0.2067,4.0958,4.4441,3.5905
134,0.993275,3.757,4.2034,0.2128,4.0805,4.4288,3.5754
135,0.994675,3.757,4.1981,0.2189,4.0653,4.4135,3.5603
136,0.996075,3.757,4.1925,0.225,4.05,4.3983,3.5449
137,0.997474,3.7569,4.187,0.2312,4.0348,4.383,3.5296
138,0.998873,3.7569,4.1812,0.2373,4.0194,4.3677,3.5141
139,1.000271,3.7569,4.1754,0.2436,4.004,4.3525,3.4986
140,1.00167,3.7568,4.1694,0.2497,3.9884,4.3372,3.4828
141,1.00307,3.7567,4.1634,0.256,3.9729,4.3218,3.4671
142,1.00447,3.7566,4.1572,0.2624,3.9573,4.3066,3.4511
143,1.005872,3.7564,4.1507,0.2687,3.9416,4.2913,3.4351
144,1.007275,3.7562,4.1443,0.2751,3.9258,4.2759,3.4189
145,1.008681,3.7559,4.1375,0.2816,3.9101,4.2607,3.4026
146,1.010091,3.7558,4.1306,0.288,3.8941,4.2454,3.3861
147,1.011503,3.7554,4.1233,0.2946,3.8783,4.2304,3.3695
148,1.012917,3.755,4.1159,0.301,3.8624,4.2154,3.3528
149,1.014336,3.7546,4.1082,0.3076,3.8465,4.2004,3.3359
150,1.01576,3.7541,4.1002,0.3142,3.8305,4.1858,3.3188
151,1.01719,3.7535,4.0919,0.3209,3.8146,4.1712,3.3016
152,1.018634,3.7528,4.0832,0.3275,3.7988,4.1569,3.2843
153,1.020087,3.752,4.074,0.3341,3.7831,4.143,3.2668
154,1.021555,3.7511,4.0644,0.3409,3.7676,4.1296,3.2492
155,1.02305,3.75,4.0542,0.3475,3.7523,4.1168,3.2315
156,1.024581,3.7488,4.0432,0.354,3.7373,4.1049,3.2138
157,1.026161,3.7473,4.0311,0.3605,3.7231,4.0944,3.1961
158,1.02781,3.7453,4.0176,0.3667,3.7099,4.0859,3.1785
159,1.029544,3.7427,4.0022,0.3723,3.6991,4.0812,3.1619
160,1.031315,3.7392,3.9848,0.3766,3.6928,4.0833,3.1481
161,1.032925,3.735,3.9669,0.3786,3.6936,4.0939,3.1397
162,1.034124,3.7312,3.9524,0.378,3.701,4.1108,3.1386
163,1.03531,3.7265,3.9357,0.3767,3.7127,4.1341,3.1399
164,1.03648,3.721,3.9164,0.3746,3.7286,4.164,3.1435
165,1.037649,3.7149,3.8934,0.3735,3.7444,4.1959,3.1456
166,1.038822,3.7086,3.8656,0.3765,3.752,4.2203,3.1388
167,1.039929,3.703,3.8346,0.386,3.7423,4.2257,3.1167
168,1.040896,3.6989,3.8035,0.4011,3.7158,4.2107,3.0808
169,1.041737,3.6961,3.7744,0.419,3.6795,4.1827,3.0378
170,1.042494,3.6939,3.7472,0.438,3.6382,4.1476,2.9916
171,1.043199,3.6924,3.7214,0.4578,3.5939,4.108,2.9435
172,1.043865,3.6911,3.6964,0.4779,3.5475,4.0654,2.8941
173,1.044505,3.6901,3.6722,0.4984,3.4998,4.0208,2.8439
174,1.045124,3.6892,3.6486,0.519,3.4511,3.9747,2.7933
175,1.045728,3.6885,3.6253,0.5396,3.4018,3.9276,2.7423
176,1.046321,3.6879,3.6025,0.5603,3.3522,3.8798,2.6911
177,1.046905,3.6874,3.58,0.581,3.3022,3.8315,2.6398
178,1.047479,3.6869,3.5575,0.6018,3.252,3.7829,2.5885
179,1.048046,3.6865,3.5352,0.6225,3.2018,3.7341,2.5371
180,1.048605,3.6861,3.5131,0.6433,3.1515,3.6851,2.4858
181,1.049152,3.6857,3.4909,0.664,3.1011,3.636,2.4344
182,1.0495,3.6854,3.4765,0.6775,3.0682,3.6041,2.4009
183,1.049847,3.6851,3.462,0.6912,3.0351,3.5718,2.367
184,1.050195,3.6849,3.4472,0.705,3.0013,3.5389,2.3326
185,1.050542,3.6846,3.4322,0.7191,2.9672,3.5058,2.2977
186,1.050888,3.6843,3.4163,0.7337,2.9317,3.4713,2.2615
187,1.051231,3.684,3.4,0.749,2.8946,3.4352,2.2236
188,1.05157,3.6836,3.3826,0.7651,2.8558,3.3975,2.1838
189,1.051904,3.6833,3.3645,0.7819,2.8148,3.3577,2.1419
190,1.052232,3.6829,3.3447,0.8002,2.7708,3.3151,2.0969
191,1.052556,3.6824,3.3242,0.8189,2.7255,3.2714,2.0504
192,1.052874,3.6819,3.3025,0.8388,2.6778,3.2253,2.0014
193,1.053184,3.6813,3.2796,0.8596,2.6277,3.1771,1.95
194,1.053489,3.6808,3.256,0.8811,2.5761,3.1274,1.8969
195,1.053787,3.6801,3.2311,0.9035,2.5223,3.0757,1.8414
196,1.054079,3.6794,3.2054,0.9266,2.467,3.0226,1.7845
197,1.054365,3.6787,3.1787,0.9504,2.4101,2.9681,1.7258
198,1.054642,3.6779,3.1511,0.9751,2.3515,2.9122,1.6651
199,1.054912,3.6771,3.1224,1.0004,2.2914,2.8549,1.603
200,1.055174,3.6762,3.093,1.0264,2.2298,2.7964,1.5391
201,1.05543,3.6752,3.0626,1.053,2.1669,2.7367,1.4739
202,1.055677,3.6742,3.0314,1.0803,2.1027,2.6758,1.4071
203,1.055915,3.6732,2.9993,1.1083,2.037,2.6137,1.3387
204,1.056147,3.672,2.9664,1.1366,1.9706,2.5513,1.2695
205,1.056368,3.6707,2.9325,1.1657,1.903,2.4878,1.1988
206,1.056581,3.6695,2.8979,1.1953,1.8344,2.4236,1.1269
207,1.056786,3.6681,2.8626,1.2253,1.7649,2.3588,1.0542
208,1.056982,3.6667,2.8266,1.2559,1.6947,2.2933,0.9804
209,1.05717,3.6653,2.7899,1.2868,1.6237,2.2274,0.9056
210,1.05735,3.6638,2.7527,1.3181,1.5522,2.1613,0.8304
211,1.057522,3.6623,2.715,1.3497,1.4801,2.0947,0.7544
212,1.057689,3.6606,2.6757,1.3825,1.4061,2.0267,0.6761
213,1.057854,3.6589,2.6348,1.4166,1.3293,1.9562,0.5948
214,1.05803,3.6574,2.5981,1.4472,1.2601,1.8926,0.5217
215,1.058202,3.6563,2.5739,1.4675,1.2138,1.8496,0.4729
216,1.058432,3.6555,2.55,1.488,1.1666,1.8056,0.4235
217,1.058464,3.6555,2.5494,1.4886,1.1651,1.804,0.422
218,1.058494,3.6556,2.5499,1.4883,1.1656,1.8044,0.4227
219,1.058521,3.6557,2.5514,1.4872,1.1677,1.8062,0.4251
220,1.058545,3.6558,2.5536,1.4855,1.1714,1.8094,0.429
221,1.058567,3.6559,2.5563,1.4835,1.1757,1.8132,0.4337
222,1.058588,3.6561,2.5592,1.4813,1.1807,1.8176,0.4391
223,1.058607,3.6563,2.5624,1.4788,1.1861,1.8224,0.4449
224,1.058625,3.6565,2.5657,1.4761,1.1918,1.8275,0.4511
225,1.058642,3.6566,2.5693,1.4734,1.1977,1.8328,0.4575
226,1.058658,3.6568,2.5729,1.4705,1.2041,1.8384,0.4643
227,1.05892,3.6573,2.5767,1.4687,1.2069,1.8397,0.4683
228,1.059186,3.6537,2.496,1.5351,1.0592,1.7053,0.3111
229,1.059414,3.6501,2.4187,1.5978,0.9214,1.5815,0.1638
230,1.059615,3.6463,2.3426,1.6592,0.7881,1.4628,0.0205
231,1.05979,3.6427,2.2681,1.7191,0.6603,1.3502,-0.1175
232,1.059943,3.639,2.1952,1.7774,0.5371,1.2425,-0.2509
233,1.060076,3.6354,2.1251,1.8331,0.4208,1.1416,-0.3774
234,1.060195,3.6317,2.0555,1.8882,0.3078,1.0452,-0.501
235,1.060297,3.6281,1.9882,1.9412,0.2009,0.9555,-0.6186
236,1.06039,3.6244,1.9206,1.9939,0.097,0.8708,-0.7342
237,1.060472,3.6207,1.8544,2.0453,-0.002,0.7921,-0.8451
238,1.060544,3.6171,1.7898,2.0952,-0.0965,0.7184,-0.9521
239,1.060609,3.6134,1.7261,2.1443,-0.187,0.6501,-1.0556
240,1.060668,3.6098,1.6635,2.1925,-0.2736,0.5875,-1.1554
241,1.06072,3.6061,1.6023,2.2394,-0.3553,0.5314,-1.2508
242,1.060768,3.6026,1.5422,2.2852,-0.4326,0.482,-1.3422
243,1.06081,3.5991,1.4833,2.3301,-0.5056,0.4393,-1.43
244,1.060848,3.5956,1.4255,2.3737,-0.5733,0.4053,-1.5139
245,1.060882,3.5921,1.3686,2.4168,-0.6371,0.3783,-1.5943
246,1.060914,3.5887,1.3127,2.4588,-0.6964,0.3578,-1.6706
247,1.060942,3.5852,1.2586,2.4995,-0.7509,0.3445,-1.7419
248,1.060968,3.5818,1.205,2.5394,-0.8008,0.3389,-1.8092
249,1.060993,3.5785,1.1527,2.5785,-0.846,0.3412,-1.8718
250,1.061014,3.5753,1.1016,2.6164,-0.8859,0.3551,-1.9301
251,1.061034,3.572,1.051,2.6539,-0.9202,0.3818,-1.9834
252,1.061053,3.5688,1.002,2.6901,-0.9488,0.4167,-2.0309
253,1.061069,3.5655,0.9535,2.7256,-0.9735,0.4598,-2.0745
254,1.061085,3.5623,0.906,2.7603,-0.9942,0.5099,-2.1141
255,1.061099,3.5591,0.8594,2.7942,-1.0104,0.5665,-2.1486
256,1.061113,3.556,0.8139,2.8271,-1.0219,0.6301,-2.1781
257,1.061125,3.5529,0.7694,2.8593,-1.0179,0.7186,-2.192
258,1.061136,3.5499,0.7256,2.8907,-1.0143,0.8123,-2.2053
259,1.061147,3.5468,0.6828,2.9216,-1.0063,0.9096,-2.2131
260,1.061157,3.5439,0.641,2.9513,-0.9973,1.0053,-2.2189
261,1.061167,3.5409,0.6,2.9807,-0.9819,1.1092,-2.2178
262,1.061176,3.5379,0.5596,3.0093,-0.9477,1.2418,-2.1991
263,1.061184,3.5351,0.5202,3.0373,-0.9277,1.3437,-2.1915
264,1.061191,3.5323,0.4817,3.0645,-0.9041,1.4465,-2.1794
265,1.061198,3.5295,0.4437,3.0913,-0.8703,1.5627,-2.1568
266,1.061205,3.5267,0.4066,3.1173,-0.8085,1.6961,-2.1046
267,1.061212,3.5239,0.3701,3.1428,-0.743,1.8279,-2.0482
268,1.061218,3.5212,0.3344,3.1676,-0.6816,1.947,-1.9945
269,1.061223,3.5186,0.2996,3.1918,-0.6273,2.0483,-1.9463
270,1.061229,3.516,0.2654,3.2155,-0.5817,2.1296,-1.9053
271,1.061234,3.5133,0.232,3.2386,-0.5473,2.1879,-1.8736
272,1.061239,3.5106,0.1983,3.2613,-0.5194,2.2276,-1.8471
273,1.061244,3.5081,0.166,3.2833,-0.5103,2.236,-1.8374
274,1.061248,3.5055,0.1343,3.3049,-0.5196,2.2106,-1.8442
275,1.061253,3.503,0.1033,3.326,-0.5415,2.1639,-1.8624
276,1.061257,3.5006,0.073,3.3466,-0.5483,2.1626,-1.8698
277,1.06126,3.4982,0.0436,3.3663,-0.5578,2.1604,-1.8801
278,1.061264,3.4959,0.0155,3.3853,-0.5647,2.1647,-1.8883
279,1.061291,3.4941,-0.0074,3.4008,-0.5733,2.165,-1.8979
